brand,customer_tweet_id,customer_author_id,customer_text,customer_created_at,support_tweet_id,support_text,support_created_at,candidate_intent,gold_intent,expected_action,label_notes,suggested_gold_intent,suggested_expected_action,human_verified,human_notes
VerizonSupport,1749594,527321,@115990 Your internet has been slow lately and the router is in the room next to mine. What can I do to make it better??,Tue Oct 17 21:00:36 +0000 2017,1749593,"@527321 Good evening, are you having the same issue from wired connections as well? ^RMD",Tue Oct 17 21:05:28 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1822671,547165,@115722 do you service astoria ny? @Ask_Spectrum @115955 is horrendous! Gladly pay whatever to switch over to @115722,Sun Oct 29 00:31:38 +0000 2017,1822670,@547165 We appreciate your interest in Fios. You can use https://t.co/ymYjBqyI8w to check our availability in your area. ^JRA,Sun Oct 29 00:36:00 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,903385,334467,"@115722 I shouldn't have to compare online vs. chat rep vs. phone rep rates and essentially shop around within Verizon. And furthermore, pit the chat rep and phone rep against each other for the best rate. It's like trying to buy a used car. Just an insane business model.",Wed Nov 22 02:35:41 +0000 2017,903384,"@334467 Thank you for the feedback. If you need any assistance with signing up for Fios, please let us know. ^DDD",Wed Nov 22 02:38:29 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,1712250,518635,@VerizonSupport This is not helpful. I just need to know if there is an outage in my area. The link doesn’t make that clear.,Tue Nov 07 02:06:02 +0000 2017,1712249,@518635 We are not aware of one. What lights are lit on the router and what color are they?  ^FEM,Tue Nov 07 02:07:27 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,1748416,527029,@VerizonSupport No on my phone ever since I've gone to unlimited data it's been super slow it's been a constant problem.,Tue Nov 07 16:04:36 +0000 2017,1748415,"@527029 Let me partner you with our Verizon Wireless team @115990
^CAR",Tue Nov 07 16:07:30 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,1822664,547162,@VerizonSupport does fios have the Hallmark Drama channel?,Sun Oct 29 00:40:51 +0000 2017,1822663,"@547162 Hi Johnny, here is a link to the channel lineup so you can put in your area. https://t.co/vwxNrDQJyg
^FEM",Sun Oct 29 00:43:30 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,2451594,702512,The @119033/@115725 app for @116602 on my @152505 TV sucks balls!  😩😩,Sun Oct 29 17:21:02 +0000 2017,2451592,@702512 What's going on?  ^CAR,Sun Oct 29 17:22:27 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,2935633,811618,"@115725 hey quick question. Do you guys screw over a lot of military members while they are deployed, or was it just me? Is it also standard practice for you to learn the mistake was in your end and still attempt to charge people?? Or am I like your 1000000 customer?",Wed Nov 29 10:37:01 +0000 2017,2935629,@811618 Oh no! What happened? We would like to help. ^KMG,Wed Nov 29 10:41:26 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,1581826,486940,@VerizonSupport Hi if you notice in my first tweet I said the coax is fine. I already unscrewed and screwed back in,Sat Nov 04 20:10:30 +0000 2017,1581827,@486940 How long have you noticed this issue? ^DDG,Sat Nov 04 20:13:54 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,713955,290772,@VerizonSupport My equipment was shipped to my address when I had selected for it not to be shipped because I am not at the residence yet.,Tue Oct 10 23:23:35 +0000 2017,713957,@290772 Please follow and DM us. ^RMD,Tue Oct 10 23:25:00 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,485742,230550,@VerizonSupport Any info on the outage in the Phoenix area? Cell service has been down mostly for more than an hour. Thx!,Fri Dec 01 15:23:53 +0000 2017,485740,"@230550 Please contact our friends @115990 for assistance with Verizon Mobile service.
^TXA",Fri Dec 01 15:27:29 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,1274487,418326,@418327 @207389 Ha!  Wish I could....no longer able to watch @207389 on Verizon Fios @115725 #fail,Thu Oct 26 14:12:53 +0000 2017,1274486,@418326 We are continuing to negotiate in your best interest to reach a reasonable agreement to keep WBOC in the Fios TV lineup. ^CAR,Thu Oct 26 15:18:27 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1542408,477875,@VerizonSupport I want to thank James for being such a HUGE help with moving my Verizon services! 😁,Fri Nov 03 22:52:14 +0000 2017,1542407,"@477875 Thanks!  We are here for you anytime. 
^ACM",Fri Nov 03 22:54:25 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,272057,180924,@115722 all night during Patriots and Bruins games I’m getting green screens and muted sound!!!  Get it together. $190/month for this?,Fri Oct 06 03:11:04 +0000 2017,272054,"@180924 Good evening Brian, is this happening during the broadcast and the commercials as well or just during the show? ^RMD",Fri Oct 06 03:12:32 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,2115162,467578,Hey @115722 do you enter ppl in random contracts when they want to leave like @116021 does?,Wed Nov 08 15:11:32 +0000 2017,2115160,@467578 We only sign you up for what you ask for.  Are you looking at making the switch? ^BCW,Wed Nov 08 15:14:50 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,1708951,517839,@VerizonSupport I don't think so,Tue Nov 07 00:43:23 +0000 2017,1708950,"@517839 What did the tech advise you about your service when they came out?
^NHP",Tue Nov 07 00:48:27 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,916310,337558,@VerizonSupport Can you start a dm?,Fri Oct 13 20:18:52 +0000 2017,916309,"@337558 You will need to follow and DM us first.
^ADP",Fri Oct 13 20:22:25 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,1943470,577824,"@VerizonSupport Yes but it either says something like ""unable to join"" or ""incorrect password""",Mon Oct 30 03:26:02 +0000 2017,1943471,"@577824 Have you tried to forget the network and then add it back?
^BAB",Mon Oct 30 03:27:55 +0000 2017,account_authentication,,,,account_authentication,human_escalation,,
VerizonSupport,485764,230558,"@VerizonSupport How long will cell service be out in PHX,AZ",Fri Dec 01 14:51:08 +0000 2017,485763,"@230558 Please contact our friends @115990 for assistance with Verizon Mobile service.
^TXA",Fri Dec 01 14:55:52 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,376225,205248,@VerizonSupport Yes. DSL but only use for WIFI. We don't use the landline at all. Extremely slow speeds. Do I have to pay more for bandwidth?,Mon Oct 09 03:09:52 +0000 2017,376226,"@205248 Has a speed test been conducted to check curent speeds? 
^BAB",Mon Oct 09 03:14:27 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1592297,489450,@VerizonSupport This - we cancelled HBO this week and now we can’t order PPVs? https://t.co/CKWyEyEpYW,Sun Nov 05 00:55:54 +0000 2017,1592295,@489450 Are you able to order at https://t.co/vASJKwDzeG? ^DDD,Sun Nov 05 00:57:34 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,775641,305327,@VerizonSupport Upgraded to a Comedy Central package and it took away all my original channels...and we can't get them back #bringbackmysports,Thu Oct 12 02:38:40 +0000 2017,775640,"@305327 That is strange. You should be able to revert back to the previous package if you would like. Who advised you could not change back?
^HSB",Thu Oct 12 02:43:31 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,729981,294851,"@115725 @115725 ""tech support"": Well, there's no outages in your area.""
Me: ""Why you lie, though?"" https://t.co/tFMaMJcxVt",Wed Oct 11 11:04:33 +0000 2017,729982,@294851 Do you have a red or amber light on the router?  ^CAR,Wed Oct 11 11:06:53 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,1914305,125005,@125005 @VerizonSupport @115722 How long for my order to get done,Wed Oct 18 14:20:49 +0000 2017,1914303,@125005 Please come into our secure chat for a detail update.  ^CAR,Wed Oct 18 14:24:28 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,2792636,779369,"@VerizonSupport Signing in fine on the site, but when I use the same info on the sign-in on the Fox Sports Go app, it's telling me the info is wrong.",Tue Nov 21 21:16:51 +0000 2017,2792638,@779369 Oh okay thank you for that. We appreciate you isolating the issue to the app. ^DDD,Tue Nov 21 21:20:00 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,2247639,654984,@VerizonSupport Bill went from $88 to $152 because I moved and you couldn't fulfill my old contract. Guess it wasn't true when they said the price would still be the same.,Fri Nov 10 19:52:31 +0000 2017,2247638,"@654984 We understand. The price can change with how you either has it set up month to month or contract and if you have no contract. 
^ADP",Fri Nov 10 20:02:00 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,2231635,651160,"17.5 hours on the phone, numerous emails and twitter dms with @116136 @comcastcares and after 74 days my account is still not right and content I paid for is not accessible. Probably time to switch to @115722",Fri Nov 10 15:27:57 +0000 2017,2231633,"@651160 We would love to have you too. https://t.co/GPJxld8v8u
^ADP",Fri Nov 10 15:34:00 +0000 2017,account_authentication,,,,general_support,auto_handle,,
VerizonSupport,1697050,514775,@VerizonSupport Thanks. I just ordered one. I Don't know what I would without y'all. Verizon's customer service skills are impeccable😍😍👍👍,Mon Nov 06 23:19:13 +0000 2017,1697049,"@514775 You're welcome Rysheda.
^NHP",Mon Nov 06 23:21:24 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,359423,197038,"@VerizonSupport 2. I have unlimited data and my hotspot has worked perfect until the recent ""upgrade"" which now limits my access after 15gb.",Sun Oct 08 16:21:20 +0000 2017,359427,@197038 We would want to get our team with @115990 involved so they can look into this with you. ^BCW,Sun Oct 08 16:23:28 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,717440,291775,@VerizonSupport I am having trouble signing in on Beinsports streaming site and need some help,Wed Oct 11 00:29:34 +0000 2017,717438,"@291775 Hello Steve, What error message are you getting?
^NHP",Wed Oct 11 00:41:28 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,1533479,160162,@115722 the test fails at 95% every time,Fri Nov 03 23:18:20 +0000 2017,1533477,@160162 Were you able to test with a hardwired device? ^DDG,Fri Nov 03 23:22:27 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,432615,217699,"@115722 Fix it! TODAY! Per scheduled plan from 10/7 when it WAS SUPPOSED to be installed!! No issue w/ @8642, @117830, or @116021",Tue Oct 10 15:33:04 +0000 2017,432613,@217699 We would like to look into this for you. Please follow and DM us. ^KMG,Tue Oct 10 15:35:30 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,750992,299512,the @115725 login page is so messed up i can't even pay my bill.... wtf verizon. get it together.,Thu Oct 12 13:58:20 +0000 2017,750991,"@299512 We will be happy to help you. Is this for Verizon Cellular or Verizon Residential service?
^TXA",Thu Oct 12 14:00:30 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,2127894,626454,@115725 I’m having some MAJOR issues with my account. Please help.,Wed Nov 08 17:38:44 +0000 2017,2127892,@626454 We can help you here.  Is this for your cellular or residential account?  ^CAR,Wed Nov 08 17:40:00 +0000 2017,account_authentication,,,,general_support,auto_handle,,
VerizonSupport,2782323,776990,@VerizonSupport Mannnnnnn y’all charged me for services I’m not using. IM HURT MAN,Wed Nov 22 01:35:37 +0000 2017,2782324,"@776990 That doesn't sound like us at all. What services are you referring to?
^HSB",Wed Nov 22 01:41:53 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,1407063,216211,@VerizonSupport tech replaced  FIOS HW today @ no svcs for last 5 hrs due 2 delay On “east coast”. Wish We were told Deplorable cust svcs,Wed Nov 01 22:03:40 +0000 2017,1407062,@216211 Is everything working for you? ^DDG,Wed Nov 01 22:06:31 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,374085,204677,@VerizonSupport does watching primetime &amp; local NFL games on the NFL mobile app use my data from my plan allotment?,Mon Oct 09 00:28:56 +0000 2017,374084,"@204677 Let us partner you with our Verizon Wireless Team @115990.  We will get this over to them for you.
^FEM",Mon Oct 09 00:31:33 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,775629,305325,@VerizonSupport I don't use the app. Only the https://t.co/mQb8ZB00iS login flow.,Thu Oct 12 03:03:11 +0000 2017,775631,"@305325 What happens on the site after you enter your creds? Error? Lag time? Loading screen? 
^HSB",Thu Oct 12 03:14:26 +0000 2017,general_support,,,,account_authentication,human_escalation,,
VerizonSupport,1207690,403567,@VerizonSupport So I just connect a Ethernet from the fios router to the NightHawk?,Sun Oct 15 22:36:14 +0000 2017,1207689,"@403567 Correct!
^JAY",Sun Oct 15 22:41:57 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1253198,413975,@VerizonSupport No. WiFi went out &amp; I checked my area for outages. Says it won't be restored until after 3am.,Mon Oct 16 04:27:14 +0000 2017,1253196,"@413975 Did the system advise of a data outage in the area?
^BAB",Mon Oct 16 04:29:00 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,1761851,530164,@VerizonSupport I got some questions about your prepaid devices and plans. Could we DM and get everything sorted?,Tue Nov 07 20:17:51 +0000 2017,1761850,"@530164 We are sending this to @115990 so they can assist. 
^ACM",Tue Nov 07 20:19:00 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,275603,181829,"@VerizonSupport 
My mobile data will not work while I am on a phone call.
Can you DM me with some solutions.  Also the phone is sooooo slow after the upgrade.",Sat Nov 25 02:45:55 +0000 2017,275602,@181829 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD,Sat Nov 25 02:48:56 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,748065,298821,@VerizonSupport nevermind here are the results: https://t.co/uYF6AZMspS,Wed Oct 11 18:14:28 +0000 2017,748067,@298821 Please followa nd DM sow e can continue. ^DDG,Wed Oct 11 18:17:54 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,2200384,643525,@VerizonSupport I need the IPhone X,Thu Nov 09 20:18:25 +0000 2017,2200383,@643525 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD,Thu Nov 09 20:25:00 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,859505,299278,.@115955 try to cancel Viacom if you want to. I will switch to @115722 w/ lightening-fast speed. cc: @72376 @72377 https://t.co/G1ahDPI9Vg,Fri Oct 13 14:04:08 +0000 2017,859503,"@299278 We would love to have you join us. Click the following llink for avialable deals. https://t.co/U2gwBMaWOe
^TXA",Fri Oct 13 14:06:54 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,1226961,407842,"@VerizonSupport No error message. After I click place order, the whole page ""grays out"" &amp; the order doesn't go thru.",Wed Oct 25 19:51:49 +0000 2017,1226963,"@407842 We can look into this for you. Please DM us to continue. 
^HSB",Wed Oct 25 19:54:55 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,1735591,504912,"@115725 need A BILLING MANAGER TO CONTACT ME ASAP. on the 18th rep with NO HELP, keep getting transferred.",Tue Nov 07 13:48:43 +0000 2017,1735592,"@504912 We would love to be able to handle your concerns through  Social Media platform.  
^CAR",Tue Nov 07 13:50:29 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,2827035,202689,@VerizonSupport Yes and no internet light is on,Mon Nov 27 10:59:13 +0000 2017,2827037,"@202689 If the WAN light is not illuminated, then there's no connection to the ONT. Please reseat the Ethernet cable on both sides. Power down the router first. 
^BAB",Mon Nov 27 11:01:55 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1543877,478250,"@115722 day 8,29 hrs phone/ store. fraudcontracts, cover up district manager. @12165, and @9988 docs and recordings",Sat Nov 04 04:53:52 +0000 2017,1543875,"@478250 Hello. How can we assist you with this?
^TXA",Sat Nov 04 04:58:29 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,658431,276758,"@VerizonSupport Wireless, it's a residential connection.",Wed Nov 22 23:19:15 +0000 2017,658429,@276758 Those are pretty good wireless speeds. Are you able to run a speedtest with a hardwired device and post us the results? This will allow us to figure if you have an issue with your wireless and help! ^DDG,Wed Nov 22 23:22:00 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1427578,451617,@VerizonSupport My router is connected to the ONT. I’m connected to the router using Ethernet directly. Getting same results. Are you having an outage?,Fri Nov 03 20:56:28 +0000 2017,1427579,"@451617 We don't see an outage in your area. Ccan you turn off your router and then unscrew the coax cable and screw it back on?
^ADP",Fri Nov 03 21:00:36 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,2429526,697478,@VerizonSupport once again I️t says Nfl redzone hd isn’t working... last time we had to upgrade to get I️t back this is ridiculous,Sun Nov 26 18:06:25 +0000 2017,2429525,@697478 We know that watching the Red Zone is important.  What is the exact error on the screen when you tune to it? ^BCW,Sun Nov 26 18:09:00 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,2953220,815392,@VerizonSupport is cell service down in Arvada CO area? Calls and internet are almost non existent,Wed Nov 29 18:08:12 +0000 2017,2953218,"@815392 Let me partner you with our Verizon Wireless team @115990.  
^CAR",Wed Nov 29 18:10:00 +0000 2017,internet_connectivity,,,,service_outage,auto_handle,,
VerizonSupport,568526,253398,@VerizonSupport Problem ultimately resolved...but it shouldn't be so hard (and long) to place an order for new service,Sun Dec 03 02:15:19 +0000 2017,568525,"@253398 Understood, and i do apologize for the difficulty. If you have any needs in the future, please reach us here so we can get it worked out quickly for you. ^RMD",Sun Dec 03 02:17:29 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,2592864,734292,@VerizonSupport Tried it and it didn’t work,Fri Nov 17 04:20:22 +0000 2017,2592865,"@734292 Ok. Let's locate the battery unit. We need to reboot that. Hold down the Alarm Silence or Ont Reset button for 15 seconds. 
^TXA",Fri Nov 17 04:23:52 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,1308454,425778,"@VerizonSupport Red and white. Also, all of my services are down.",Fri Oct 27 04:12:40 +0000 2017,1308452,"@425778 Do you know where your battery back up unit is located?
^TXA",Fri Oct 27 04:14:28 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,998534,356451,@VerizonSupport basically just what the heck I'm supposed to do with a router I don't even need anymore :P,Sun Oct 22 16:43:49 +0000 2017,998533,@356451 You can try to sell it to a person that might need it. ^BCW,Sun Oct 22 16:48:00 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,2582610,731903,"@VerizonSupport I've sat on the phone for 40 minutes and not one person can tell me what is on my order, my appointment time, my cost, if I can add another receiver, or get me access online.",Thu Nov 16 22:49:05 +0000 2017,2582624,@731903 We can help you right here Marissa! How can we assist? ^DDG,Thu Nov 16 22:52:24 +0000 2017,order_equipment,,,,billing_payment,human_escalation,,
VerizonSupport,599251,180198,@115722 worse thing ever to have this company for cable tv. A month with issues and nothing has been resolved!! They have really bad customer svc.,Wed Nov 29 01:25:39 +0000 2017,599250,@180198 Sorry to hear about the trouble. We are here to assist. What issues are you having?  ^JRA,Wed Nov 29 01:31:00 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,647321,187573,@115725 So ya’ll just damage customers property and not take responsibility for it ? https://t.co/bzPFmtrH7R,Wed Nov 22 18:48:39 +0000 2017,647320,@187573 Please follow and DM us so that we can investigate this for you. ^KMG,Wed Nov 22 18:55:28 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,1136613,386134,@115722 I was told to call Consumer Sales and Solutions Center and guess what?? They’re not avail to take calls now. I’m done with @115722,Sun Oct 15 15:11:44 +0000 2017,1136612,@386134 Are you in chat with an agent?  ^CAR,Sun Oct 15 15:18:00 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,2598343,365949,"@VerizonSupport Same problems I was having before: either no internet connection or it's super slow. Gifs don't load, videos stuck buffering, etc.",Fri Nov 17 05:30:04 +0000 2017,2598345,@365949 Sorry to hear about the trouble. Have you rebooted the router since the issue started? ^JRA,Fri Nov 17 05:38:28 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1335916,431632,1/2 @115725 @verizonsupport cust svc is AWFUL. 3 mos into the account and I have been on the phone with billing for,Fri Oct 27 14:06:30 +0000 2017,1335915,@431632 Oh no! What was wrong with the bill? ^KMG,Fri Oct 27 14:08:56 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,1253594,414064,"@VerizonSupport No, the internet got disconnected 3 hours ago, we tried to troubleshoot the first hour then tried to contact support afterwards.",Tue Oct 17 02:49:35 +0000 2017,1253592,"@414064 What was the end result of the phone call?
^JAY",Tue Oct 17 02:52:28 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,2614576,739104,"@115725 is TRASH!!!🗑 Their customer service team is rude, they dont want to help you just get you off the phone.",Fri Nov 17 13:32:21 +0000 2017,2614575,"@739104 Hi! We are here to help. Are you trying to get fios or DSL high speed internet?
^ADP",Fri Nov 17 13:38:26 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,2243228,653959,@VerizonSupport Can I confirm who is listed as authorized an user under my account?,Fri Nov 10 22:35:34 +0000 2017,2243227,"@653959 Is this for your Verizon residential or Verizon wireless mobile?
^ADP",Fri Nov 10 22:39:00 +0000 2017,account_authentication,,,,general_support,auto_handle,,
VerizonSupport,1243611,411747,@VerizonSupport having an internet outage for the last 20 mins or so,Wed Oct 25 23:02:00 +0000 2017,1243610,"@411747 Hello Twist, Let's check for outages and updates. Please click the link below to enter your information.
^NHP
https://t.co/Ux9eIpudrq",Wed Oct 25 23:06:27 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,752597,299882,@115722 my bill with @119000 is 141. I’m trying to switch over,Wed Oct 11 14:13:49 +0000 2017,752596,@299882 We have some pretty good deals right now. https://t.co/C4u806NfWQ ^KMG,Wed Oct 11 14:16:28 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,1792802,538484,Pissed!! I can’t believe I let the sales person in @ATT convince me to get @117830. @117830 is horrible! Switching back to @115722.,Thu Oct 12 02:04:18 +0000 2017,1792800,"@538484 Our arms are wide open, ready to welcome you back to the family! More info about termination fees here https://t.co/2aLG3CNGkl 
^HSB",Thu Oct 12 02:09:58 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,359698,201191,. @115725 kind of sucks. Expensive and slow. That's a bad combination,Sun Oct 08 16:16:13 +0000 2017,359697,"@201191 We want you to get the speed that you're paying for, Will.  Is this for your cellular or residential service? ^BCW",Sun Oct 08 16:18:28 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,2818338,785604,@VerizonSupport I’m having a problem with connecting to my internet. Recently had a power outage and it was working fine but now it won’t connect,Mon Nov 27 04:18:46 +0000 2017,2818337,"@785604 Hi Jonny, What lights are lit on the router and what color are they?  ^FEM",Mon Nov 27 04:21:00 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,364344,202354,"@VerizonSupport Hi, I guess I gave up before you replied.  Time's tight.",Tue Oct 17 03:17:24 +0000 2017,364346,@202354 Are you still having any issues with your Fios service? ^DDD,Tue Oct 17 03:19:00 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,2377804,685075,@VerizonSupport after 2:15:49 and still no resolution to the problem and I have to go to work in the morning 😔😔😔😔😔 https://t.co/3h7YV0YSqF,Tue Nov 14 03:26:18 +0000 2017,2377803,"@685075 Did you run the WiFi Analyzer?
^FEM",Tue Nov 14 03:28:00 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,1545400,478622,"@VerizonSupport It was the WiFi Assist under the ""Cellular"" menu on iPhone.  You have to turn that off.  That was the trick.",Sat Nov 04 06:22:10 +0000 2017,1545401,"@478622 Great!  
^TXA",Sat Nov 04 06:27:29 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1306288,425261,@115722 have to be kidding me with this shit.  We pay hundred$ a month n can't even watch Roku.  Constantly loading.  @5335 what up? https://t.co/KN8qFbMbKv,Fri Oct 27 02:29:34 +0000 2017,1306287,@425261 Let's fix your speed issues! Please follow and DM us at your convenience. ^DDD,Fri Oct 27 02:33:01 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,2753200,770696,@VerizonSupport Thanx it's a discrepancy with an upgrade reward.  The site showed on thing when I placed the order but I received something different.,Tue Nov 21 02:03:22 +0000 2017,2753202,"@770696 With this regarding an upgrade order, is this for cellular or residential service with us? 
^HSB",Tue Nov 21 02:09:32 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,976624,351639,@VerizonSupport Wireless,Sun Oct 22 04:29:15 +0000 2017,976623,"@351639 Let us partner you with our Verizon Wireless Team @115990.  We will get this over to them for you. 
^FEM",Sun Oct 22 04:30:03 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,245650,174351,Told @115725 every other month for the last 2 years to change my account to my married name...still getting bills with the wrong name.,Thu Oct 05 14:52:35 +0000 2017,245647,"@174351 We will be happy to assist you with this. Is this for Verizon Cellular or Verizon Home service?
^TXA",Thu Oct 05 14:59:00 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,858668,323884,We almost switched to Verizon today but when the tech guy came to install we discovered a lot of what the sales guy told us was completely wrong.  Sooo we're sticking with Optimum for now at least.,Sat Nov 25 15:25:07 +0000 2017,858666,"@323884 We are sorry to hear that. If you have any questions in the furure, please reach out to us. ^KMG",Sat Nov 25 15:56:24 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,63536,130590,"@VerizonSupport why does it take 2 days to complete a speed upgrade, ped was upgraded, order submitted to backend and I have to wait 24 hrs",Wed Nov 01 21:55:42 +0000 2017,63535,"@130590 We can try and push the order for you if you like, please follow and DM us. 
^ACM",Wed Nov 01 21:57:29 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,1543122,478061,@115722 why is the cable out in my area? Are you guys planning on rectifying this situation anytime soon?,Fri Nov 03 23:01:12 +0000 2017,1543121,"@478061 Help is here. Use this link to search for outages and info in your area. ^DDG
https://t.co/1mBD1Z17rS",Fri Nov 03 23:04:52 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,1340693,432702,Bye @116136 hello @115722,Mon Oct 16 13:23:36 +0000 2017,1340692,@432702 Good Morning.  Check out our bundles. https://t.co/fhp7DE3qMq  ^CAR,Mon Oct 16 13:24:30 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,2552998,725124,@VerizonSupport Residential - at this point I want a refund,Thu Nov 16 20:08:32 +0000 2017,2553000,@725124 We can help Laura! What area are you located? ^DDG,Thu Nov 16 20:16:00 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,677865,132450,"@VerizonSupport I checked you guys are in my area, i will call and order fios either Thursday morning or Friday, its a dam shame @115955 having family over and can't even watch/surf anything. #ThanksgivingFail",Thu Nov 23 06:54:34 +0000 2017,677864,"@132450 We would love to have you with Fios! You can check for availability at https://t.co/eCmkIfmZIk  
^NHP",Thu Nov 23 06:58:00 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1545126,478555,"@349148 @115725 why can't I find any chatter about outage?

reconsider using Verizon if this is the way they react during an emergency.",Tue Oct 17 02:50:37 +0000 2017,1545125,"@478555 It would be our pleasure to assist. 
^BAB",Tue Oct 17 02:52:00 +0000 2017,service_outage,,,,service_outage,auto_handle,,
